provider id,name,state,city,address,zip,ownership type - simple,ownership type - detailed,total surveys,date of last certification survey,date calculated,total deficiencies,complaint deficiencies,certification deficiencies,fms deficiencies
435361,LAFAYETTE COUNTY HOSPICE,WI,DARLINGTON,729 CLAY ST,53530,Government,GOVERNMENT/County,1,2006-06-08,2014-07-02,2,0,2,0
435362,SHAWANO COMMUNITY HOSPICE,WI,SHAWANO,309 N BARTLETTE ST,54166,Non-profit,NON-PROFIT/Other,1,2008-11-19,2014-07-02,3,0,3,0
435366,MERCY ASSISTED CARE,WI,JANESVILLE,901 MINERAL POINT AVE,53548,For-profit,PROPRIETARY/Corporation,2,2013-05-08,2014-07-02,3,0,3,0
435369,VITAS HEALTHCARE CORP MIDWEST,WI,WAUWATOSA,2675 N MAYFAIR RD  STE 500,53226,For-profit,PROPRIETARY/Corporation,2,2011-05-03,2014-07-02,19,6,13,0
435371,RAINBOW HOSPICE CARE,WI,JEFFERSON,147 W ROCKWELL ST,53549,Non-profit,NON-PROFIT/Private,2,2011-04-19,2014-07-02,2,0,2,0
435372,ASERACARE HOSPICE,WI,WEST ALLIS,6737 W WASHINGTON ST  STE 3200,53214,For-profit,PROPRIETARY/Corporation,3,2011-08-25,2014-07-02,3,1,2,0
435373,FLAMBEAU HOME HEALTH AND HOSPICE,WI,PHILLIPS,133 N LAKE AVE,54555,Non-profit,NON-PROFIT/Private,1,2010-05-05,2014-07-02,1,1,0,0
435374,LAKEVIEW MEDICAL CTR HOSPICE,WI,RICE LAKE,2304 S MAIN ST,54868,Non-profit,NON-PROFIT/Private,1,2010-08-25,2014-07-02,6,5,1,0
435375,GENTIVA HOSPICE,WI,WEST ALLIS,10150 W NATIONAL AVE  STE 200,53227,For-profit,PROPRIETARY/Partnership,3,2013-04-24,2014-07-02,33,19,14,0
435377,WHEATON FRANCISCAN HOSPICE,WI,MILWAUKEE,3070 N 51ST ST  STE 406,53210,Non-profit,NON-PROFIT/Private,1,2009-09-09,2014-07-02,4,2,2,0
435379,CALUMET COUNTY HOSPICE AGENCY,WI,CHILTON,206 COURT ST,53014,Government,GOVERNMENT/County,2,2010-07-14,2014-07-02,17,0,17,0
435381,RUTH HOSPICE,WI,MILWAUKEE,7500 W DEAN ROAD,53225,Non-profit,NON-PROFIT/Private,1,2006-09-20,2014-07-02,8,3,5,0
435383,AURORA VISITING NURSE ASSOC OF WI,WI,GREEN BAY,931 DISCOVERY RD,54311,Non-profit,NON-PROFIT/Private,3,2013-11-01,2014-07-02,5,0,5,0
435384,HEARTLAND HHC AND HOSPICE,WI,MILWAUKEE,1233 N MAYFAIR RD  STE 100,53226,For-profit,PROPRIETARY/Corporation,2,2012-03-27,2014-07-02,4,4,0,0
435385,HEARTLAND HHC AND HOSPICE,WI,DE PERE,1145 W MAIN AVE  STE 205,54115,For-profit,PROPRIETARY/Corporation,1,2012-03-27,2014-07-02,0,0,0,0
436786,HOSPICE OF SWEETWATER COUNTY INC,WY,ROCK SPRINGS,"809 THOMPSON, SUITE D",82901,Non-profit,NON-PROFIT/Private,2,2011-10-06,2014-07-02,18,0,18,0
436787,CENTRAL WYOMING HOSPICE PROGRAM,WY,CASPER,319 SOUTH WILSON STREET,82601,Non-profit,NON-PROFIT/Private,2,2012-04-17,2014-07-02,43,0,43,0
436788,CHEYENNE REGIONAL DAVIS HOSPICE CENTER,WY,CHEYENNE,6000 SYCAMORE ROAD,82009,Non-profit,NON-PROFIT/Other,3,2013-09-06,2014-07-02,39,8,31,0
436790,HOSPICE OF THE TETONS,WY,JACKSON,555 EAST BROADWAY SUITE 115,83001,Other,Other,2,2011-05-19,2014-07-02,5,0,5,0
436791,SPIRIT MOUNTAIN HOSPICE,WY,CODY,1021 9TH STREET,82414,Government,Government and Non-Profit,2,2010-08-12,2014-07-02,6,0,6,0
436792,SUSIE BOWLING LAWRENCE HOSPICE,WY,BUFFALO,497 WEST LOTT,82834,Government,Government and Non-Profit,2,2011-04-28,2014-07-02,6,0,6,0
436793,AMEDISYS HOSPICE,WY,LANDER,230 N FIRST STREET,82520,Other,Other,2,2010-12-02,2014-07-02,10,0,10,0
436794,AMEDISYS HOSPICE OF CASPER,WY,CASPER,"907 N POPLAR STREET, SUITE 153",82601,For-profit,PROPRIETARY/Corporation,2,2010-08-26,2014-07-02,11,0,11,0
436795,HOSPICE OF LARAMIE,WY,LARAMIE,"1262 NORTH 22ND STREET, UNIT A",82072,Non-profit,NON-PROFIT/Private,2,2012-01-19,2014-07-02,31,0,31,0
436796,HOSPICE OF THE BIG HORNS,WY,SHERIDAN,1401 W 5TH STREET,82801,Government,GOVERNMENT/County,2,2013-09-12,2014-07-02,15,0,15,0
436797,POWELL VALLEY HOSPICE,WY,POWELL,"777 AVENUE H, BUILDING B",82435,Non-profit,NON-PROFIT/Other,1,2010-02-11,2014-07-02,3,0,3,0
436798,CROOK COUNTY HOSPICE,WY,SUNDANCE,713 OAK STREET,82729,Other,Other,1,2010-03-11,2014-07-02,36,5,31,0
436800,UINTA HOSPICE,WY,EVANSTON,1229 UINTA STREET,82930,For-profit,PROPRIETARY/Corporation,2,2009-03-26,2014-07-02,37,6,31,0
436801,TENDER HEART HOME CARE/HOSPICE,WY,EVANSTON,PO BOX 2130,82930,For-profit,PROPRIETARY/Corporation,2,2006-10-11,2014-07-02,24,1,23,0
1030894,PREMIER HOSPICE OF GEORGIA,GA,GAINESVILLE,"500 SPRING STREET, SUITE 204",30501,For-profit,PROPRIETARY/Corporation,1,2005-07-14,2014-07-02,14,0,14,0
1034442,"SERENITY HOSPICE SERVICES, LLC",LA,NEW ORLEANS,3712 MACARTHUR BLVD #204,70114,Other,Other,1,2008-10-08,2014-07-02,0,0,0,0
1034879,"BEACON HOSPICE, AN AMEDISYS COMPANY",ME,SO PORTLAND,54 ATLANTIC PLACE,4106,Other,Other,2,2013-05-07,2014-07-02,0,0,0,0
1038265,DESTINY HOSPICE,MS,TUTWILER,202 SECOND STREET / P O BOX 190,38963,For-profit,PROPRIETARY/Corporation,1,2006-06-23,2014-07-02,13,0,13,0
1038267,UNITY HOSPICE CARE,MS,OLIVE BRANCH,"9086 PIGEON ROOST ROAD, SUITE 111",38654,For-profit,PROPRIETARY/Indvidual,2,2012-05-18,2014-07-02,1,0,1,0
1042503,CORNERSTONE HOME HEALTH & HOSPICE CORP,OH,URBANA,949 NORTH MAIN STREET,43078,For-profit,PROPRIETARY/Corporation,2,2009-03-26,2014-07-02,3,0,3,0
1044116,BERWICK HOSPICE,PA,BLOOMSBURG,6850 LOWS ROAD,17815,For-profit,PROPRIETARY/Corporation,3,2012-12-23,2014-07-02,2,0,2,0
1049089,WHATCOM HOSPICE,WA,BELLINGHAM,"2800 DOUGLAS AVE, SUITE 1-C",98225,Non-profit,NON-PROFIT/Church,2,2010-09-14,2014-07-02,3,0,3,0
1050746,OUR LADY OF PEACE HOSPICE,MN,SAINT PAUL,2076 ST ANTHONY AVENUE,55104,Non-profit,NON-PROFIT/Private,1,2008-06-26,2014-07-02,2,0,2,0
1052993,"LIVING CARE HOSPICE, LLC",GA,CLAXTON,215 S DUVAL STREET,30417,For-profit,PROPRIETARY/Indvidual,3,2013-08-22,2014-07-02,41,22,19,0
1053578,HOSPICE ALLIANCE OF UTAH,UT,LOGAN,965 SOUTH 100 WEST  SUITE 204,84321,For-profit,PROPRIETARY/Partnership,1,2004-01-08,2014-07-02,1,0,1,0
1054147,GEISINGER HOSPICE,PA,DANVILLE,109 WOODBINE LANE,17821,Non-profit,NON-PROFIT/Private,2,2013-08-24,2014-07-02,1,1,0,0
1054148,ASCENSION HOSPICE,SC,IRMO,7142 WOODROW STREET P O BOX 1367,29063,For-profit,PROPRIETARY/Corporation,3,2007-09-21,2014-07-02,34,16,18,0
1054241,HEARTLAND HOSPICE SERVICES,NJ,WOODBURY,"190 N EVERGREEN AVENUE, SUITE 122",8096,For-profit,PROPRIETARY/Corporation,1,2012-02-23,2014-07-02,0,0,0,0
1054545,CLARK FORK VALLEY HOSPITAL HOSPICE,MT,PLAINS,10 KRUGER RD,59859,Other,Other,2,2010-02-25,2014-07-02,0,0,0,0
1054633,SOUTHERN CARE LAWRENCE,KS,LAWRENCE,1440 WAKARUSA ST  STE 900,66049,For-profit,PROPRIETARY/Corporation,1,2008-11-14,2014-07-02,2,2,0,0
1054858,"HOSPICIO DIVINO SALVADOR, INC",PR,VEGA BAJA,"ROAD 2, KM 40, PLAZA JARDINES",694,Non-profit,NON-PROFIT/Private,2,2010-06-08,2014-07-02,11,7,4,0
1054909,WESTERN MEDICAL HOSPICE,PR,MAYAGUEZ,CALLE B LOTE 30 NUM 4040 ZONA INDUSTRIAL GUANAJINO,682,For-profit,PROPRIETARY/Corporation,2,2013-07-11,2014-07-02,7,0,7,0
1055112,POINTE COUPEE HOSPICE,LA,NEW ROADS,350 HOSPITAL ROAD,70760,Other,Other,1,2009-07-15,2014-07-02,0,0,0,0
1055970,"A & E HOSPICE CARE, INC",AL,FLORENCE,235 AZALEA DRIVE,35630,For-profit,PROPRIETARY/Corporation,2,2005-10-17,2014-07-02,52,31,21,0
1056153,HOSPICE COMPASSUS - NORTHEAST IOWA,IA,CEDAR RAPIDS,610 32ND AVENUE SW,52404,For-profit,PROPRIETARY/Corporation,2,2011-11-10,2014-07-02,34,9,25,0
1056188,ASERACARE HOSPICE-HAMILTON,AL,HAMILTON,"1215 MILITARY STREET SOUTH - SUITE B, PO BOX 1357",35570,For-profit,PROPRIETARY/Other,2,2012-06-12,2014-07-02,11,0,11,0
1056201,METROPOLITAN HOSPICE,GA,MARIETTA,"200 VILLAGE PARKWAY, NE",30067,For-profit,PROPRIETARY/Corporation,2,2009-08-06,2014-07-02,41,22,19,0
1056296,SOUTHERNCARE WICHITA,KS,WICHITA,301 N MAIN STE 300,67202,For-profit,PROPRIETARY/Corporation,1,2008-11-14,2014-07-02,0,0,0,0
1056396,SOUTHERNCARE INDIANAPOLIS,IN,INDIANAPOLIS,6620 PARKDALE PLACE SUITE N,46254,For-profit,PROPRIETARY/Corporation,2,2013-08-21,2014-07-02,14,9,5,0
1056455,ANGELCARE HOSPICE,CA,ARTESIA,"17806 SOUTH PIONEER BLVD, SUITE 105",90701,For-profit,PROPRIETARY/Corporation,1,2004-10-26,2014-07-02,22,11,11,0
1056680,LEGACY HOSPICE OF THE SOUTH - AMORY,MS,AMORY,231 NORTH MAIN STREET,38821,For-profit,PROPRIETARY/Corporation,2,2013-07-31,2014-07-02,0,0,0,0
1057087,LOUISIANA HOSPICE AND PALLIATIVE CARE,LA,MONROE,"1101 HUDSON LANE , SUITE D",71201,For-profit,PROPRIETARY/Corporation,1,2008-12-18,2014-07-02,4,0,4,0
1057310,KINGMAN REGIONAL MEDICAL CENTER HOSPICE,AZ,KINGMAN,"2202 STOCKTON HILL ROAD, SUITE 200",86401,Non-profit,NON-PROFIT/Private,2,2011-11-17,2014-07-02,2,0,2,0
1057312,VITAS HEALTHCARE CORPORATION OF CALIFORNIA,CA,MILPITAS,"670 N MCCARTHY BOULEVARD, SUITE 220",95035,For-profit,PROPRIETARY/Corporation,2,2013-09-12,2014-07-02,25,12,13,0
1057357,FAITH HOSPICE OF EASTERN OKLAHOMA,OK,SEMINOLE,"2407 W WRANGLER BLVD, SUITE B",74868,For-profit,PROPRIETARY/Corporation,1,2013-06-13,2014-07-02,0,0,0,0
1057358,"CROSSROADS HOSPICE OF OKLAHOMA CITY, L L C",OK,OKLAHOMA CITY,701 SE 82ND STREET,73149,For-profit,PROPRIETARY/Other,2,2013-03-21,2014-07-02,14,5,9,0
1057872,"ZIA HOSPICE, INC",NM,ALBUQUERQUE,"4811 HARDWARE DRIVE NE, E-4",87109,For-profit,PROPRIETARY/Corporation,1,2011-06-06,2014-07-02,0,0,0,0
1058130,GENTIVA HOSPICE - VIRGINIA BEACH,VA,VIRGINIA BEACH,"5544 GREENWICH ROAD, SUITE 202",23462,For-profit,PROPRIETARY/Other,2,2012-03-29,2014-07-02,12,12,0,0
1058214,GREAT RIVER HOSPICE,IA,WEST BURLINGTON,1306 SOUTH WASHINGTON ROAD,52655,Non-profit,NON-PROFIT/Other,1,2006-11-29,2014-07-02,2,0,2,0
1058250,HEART TO HEART HOSPICE INC,AL,WINFIELD,1079 US HIGHWAY 43,35594,For-profit,PROPRIETARY/Corporation,1,2005-04-21,2014-07-02,5,0,5,0
1058260,"PEREGRINE HOSPICE, INC",CA,TORRANCE,3440 W CARSON STREET SUITE 301,90503,For-profit,PROPRIETARY/Corporation,1,2011-08-12,2014-07-02,44,0,44,0
1058536,SEASONS HOSPICE & PALLIATIVE CARE OF SOUTHERN FLOR,FL,MIAMI,5200 NORTHEAST 2ND AVENUE,33137,Non-profit,NON-PROFIT/Private,2,2011-03-02,2014-07-02,8,5,3,0
1058576,DARE HOME HEALTH AND HOSPICE,NC,MANTEO,109 EXETER STREET,27954,Government,GOVERNMENT/County,2,2013-06-07,2014-07-02,1,0,1,0
1058751,SOUTHERN CARE ALEXANDER CITY,AL,ALEXANDER CITY,"755 LEE STREET, SUITE B",35010,For-profit,PROPRIETARY/Corporation,1,2009-01-08,2014-07-02,4,3,1,0
1058884,"CONTINUUM CARE, INC",VI,FREDERIKSTED,"210 STRAND ST, SUITE 2",840,For-profit,PROPRIETARY/Corporation,1,2008-04-24,2014-07-02,8,0,8,0
1059050,HOSPICE DIRECT INC,MS,UNION,325 NORTH STREET,39365,For-profit,PROPRIETARY/Corporation,2,2010-02-23,2014-07-02,77,0,77,0
1059051,HOSPICE ADVANTAGE OF TUPELO/CORINTH,MS,TUPELO,"280 SOUTH THOMAS, SUITE 101",38803,For-profit,PROPRIETARY/Corporation,2,2013-12-05,2014-07-02,0,0,0,0
1059753,RUSSELL COUNTY MEDICAL CENTER,VA,LEBANON,"116 FLANAGAN AVENUE, SUITE C",24266,Non-profit,NON-PROFIT/Other,2,2013-03-05,2014-07-02,5,4,1,0
1059783,"SACRED JOURNEY HOSPICE, INC",GA,MCDONOUGH,138 PEACH DRIVE,30253,For-profit,PROPRIETARY/Corporation,3,2011-06-23,2014-07-02,1,1,0,0
1059832,COMANCHE COMMUNITY HEALTHCARE HOSPICE,TX,COMANCHE,108 WEST OAK STREET,76442,Government,Government and Non-Profit,2,2012-09-06,2014-07-02,15,0,15,0
1060250,VILLAGE HOSPICE,MO,LEES SUMMIT,"1001 NW CHIPMAN ROAD, APT 237",64081,For-profit,PROPRIETARY/Corporation,1,2007-07-25,2014-07-02,5,3,2,0
1060427,HEARTLAND HOSPICE SERVICES,IN,INDIANAPOLIS,931 E 86TH ST STE 208,46240,For-profit,PROPRIETARY/Corporation,1,2012-12-03,2014-07-02,0,0,0,0
1060433,SUDBURY PINES HOSPICE,MA,SUDBURY,642 BOSTON POST ROAD,1776,For-profit,PROPRIETARY/Corporation,2,2013-05-09,2014-07-02,33,0,33,0
1060449,"HOSPICE OF MOORESTOWN VNA, THE",NJ,MOORESTOWN,300 HARPER DRIVE,8057,Non-profit,NON-PROFIT/Other,1,2012-05-29,2014-07-02,5,5,0,0
1060810,VNA OF CAPE COD HOSPICE,MA,SOUTH DENNIS,434 ROUTE 134,2660,Non-profit,NON-PROFIT/Other,1,2007-11-29,2014-07-02,2,0,2,0
1060811,LIFE CHOICE HOSPICE,MA,BOURNE,"123 WATERHOUSE ROAD, SUITE 5",2532,For-profit,PROPRIETARY/Other,1,2007-11-06,2014-07-02,29,1,28,0
1061792,MOTHER TERESA HOSPICE INC,PA,MONACA,3950 BRODHEAD ROAD WALMART PLAZA,15061,Non-profit,NON-PROFIT/Private,3,2011-05-26,2014-07-02,3,1,2,0
1061870,HARPERS HOSPICE CARE INC,MS,MERIDIAN,1703 24TH AVENUE,39301,For-profit,PROPRIETARY/Corporation,2,2013-11-05,2014-07-02,5,0,5,0
1061880,"OMEGA HEALTHCARE OF SOUTHWEST MISSOURI, INC",MO,SPRINGFIELD,2041 S. STEWART STREET,65804,For-profit,PROPRIETARY/Corporation,2,2009-11-24,2014-07-02,42,18,24,0
1061923,KAWEAH DELTA HOSPICE,CA,VISALIA,900 W OAK STREET,93291,Non-profit,NON-PROFIT/Other,1,2013-09-28,2014-07-02,0,0,0,0
1061925,"COMPANION HOSPICE CARE, LLC",CA,DOWNEY,"8130 FLORENCE AVE, SUITE 200",90240,For-profit,PROPRIETARY/Indvidual,1,2014-02-01,2014-07-02,0,0,0,0
1062240,MINIDOKA MEMORIAL HOSPICE,ID,RUPERT,"1218 9TH STREET, SUITE 4",83350,Government,GOVERNMENT/County,1,2006-03-29,2014-07-02,6,0,6,0
1062652,"HEART OF THE MOUNTAINS VOLUNTEER HOSPICE, INC.",CO,HOT SULPHUR SPRINGS,613 FIRST STREET,80451,Non-profit,NON-PROFIT/Other,1,2011-05-18,2014-07-02,3,0,3,0
1062779,GREAT LAKES CARING,MI,BINGHAM FARMS,"30400 TELEGRAPH RD, SUITE 334",48025,For-profit,PROPRIETARY/Corporation,2,2012-01-12,2014-07-02,38,10,28,0
1062780,HEARTLAND HOME HEALTH CARE AND HOSPICE,MI,MASON,865 SOUTH CEDAR STREET,48854,For-profit,PROPRIETARY/Corporation,1,2012-05-21,2014-07-02,2,2,0,0
1063026,HEARTLAND HOSPICE SERVICES,SC,CONWAY,1500 MAIN STREET,29526,For-profit,PROPRIETARY/Corporation,2,2012-04-03,2014-07-02,6,0,6,0
1063027,HEARTLAND HOSPICE-  CHARLESTON,SC,CHARLESTON,1064 GARDNER ROAD SUITE 204,29407,For-profit,PROPRIETARY/Corporation,1,2012-10-01,2014-07-02,0,0,0,0
1063028,INCARE HOSPICE,SC,MYRTLE BEACH,4685 HIGHWAY 17 SOUTH BYPASS,29577,For-profit,PROPRIETARY/Corporation,1,2009-08-14,2014-07-02,2,1,1,0
1063462,"HOPE HOSPICE OF OK, INC",OK,CLAREMORE,1402 NORTH FLORENCE AVE,74017,For-profit,PROPRIETARY/Corporation,1,2013-07-19,2014-07-02,0,0,0,0
1063889,SENTARA HOME CARE SERVICES,VA,LOW MOOR,103 OLD CHURCH STREET,24457,Non-profit,NON-PROFIT/Private,2,2012-04-05,2014-07-02,5,0,5,0
1064329,APPLEGATE HOME CARE AND HOSPICE,UT,OGDEN,1492 EAST RIDGELINE DRIVE,84405,For-profit,PROPRIETARY/Corporation,1,2008-07-10,2014-07-02,0,0,0,0
1064490,ENCOMPASS HOME HEALTH & HOSPICE OF IDAHO,ID,NAMPA,512 NORTH KINGS ROAD,83687,For-profit,PROPRIETARY/Corporation,1,2005-02-10,2014-07-02,46,15,27,4
1064618,SOUTHERNCARE LAFAYETTE,LA,LAFAYETTE,620 GUIBEAU ROAD STE A,70506,For-profit,PROPRIETARY/Corporation,1,2010-06-16,2014-07-02,0,0,0,0
1064692,AMEDISYS HOSPICE OF WICHITA,KS,WICHITA,250 W DOUGLAS SUITE 101,67203,For-profit,PROPRIETARY/Corporation,1,2008-10-23,2014-07-02,3,3,0,0
1065077,COMMUNITY HOSPICE,GA,VIDALIA,904 MOUNT VERNON ROAD,30474,For-profit,PROPRIETARY/Corporation,4,2011-02-24,2014-07-02,33,20,13,0
1065078,UNITED HOSPICE INC GAINESVILLE,GA,GAINESVILLE,"700 S. ENOTA DRIVE, SUITE 202",30501,For-profit,PROPRIETARY/Corporation,2,2010-10-14,2014-07-02,3,0,3,0
1065204,LARRY & LEONORE ZUSMAN JEWISH COMMUNITY HOSPICE,OH,COLUMBUS,1151 COLLEGE AVENUE,43209,Non-profit,NON-PROFIT/Private,2,2009-09-16,2014-07-02,4,0,4,0
1065272,INTEGRACARE HOSPICE OF DECATUR,TX,DENTON,721 I 35 E SOUTH SUITE 200,76205,For-profit,PROPRIETARY/Corporation,2,2012-07-19,2014-07-02,4,2,2,0
1065616,JEFFERSON HEALTHCARE HOME HEALTH,WA,PT TOWNSEND,"2500 WEST SIMS WAY, #300",98368,Other,Other,1,2008-11-20,2014-07-02,1,0,1,0
1066044,BETHESDA HOSPICE CARE,MO,SAINT LOUIS,8175 BIG BEND BLVD   SUITE 200,63119,For-profit,PROPRIETARY/Corporation,1,2007-06-21,2014-07-02,4,0,4,0
1066118,ASERACARE HOSPICE,TX,HOUSTON,1235 NORTH LOOP WEST SUITE 215,77008,For-profit,PROPRIETARY/Corporation,3,2012-08-01,2014-07-02,17,8,9,0
1066408,CORNERSTONE HOSPICE OF TULSA,OK,TULSA,"10816 E NEWTON ST, SUITES 116-117",74116,Other,Other,1,2014-02-13,2014-07-02,0,0,0,0
1066414,LAREDO HOME HEALTH & HOSPICE,TX,LAREDO,1700 HENDRICKS AVE FL 2,78040,For-profit,PROPRIETARY/Corporation,3,2014-03-18,2014-07-02,18,0,18,0
1066415,NURSES ON WHEELS INC,TX,CORPUS CHRISTI,1101 3RD STREET,78404,Non-profit,NON-PROFIT/Private,2,2008-06-03,2014-07-02,9,1,8,0
1066437,SOUTHEAST ARKANSAS HOSPICE CAR,AR,PINE BLUFF,1401 STATE STREET,71601,For-profit,PROPRIETARY/Indvidual,1,2010-07-23,2014-07-02,64,32,32,0
1066444,EMBRACING HOSPICECARE OF SOUTH ATLANTA,GA,MCDONOUGH,"2340 PATRICK HENRY PARKWAY, SUITE 200",30253,Other,Other,3,2013-05-02,2014-07-02,10,2,8,0
1066902,SERENITY HOSPICE,IN,LAFAYETTE,5 N 10TH STREET,47901,For-profit,PROPRIETARY/Corporation,1,2008-05-14,2014-07-02,42,36,6,0
1066967,ASPEN HOSPICE,ID,IDAHO FALLS,"3470 WASHINGTON PARKWAY, SUITE B",83404,For-profit,PROPRIETARY/Other,2,2014-03-08,2014-07-02,23,2,21,0
1067010,SOUTHERN CARE FLORENCE,SC,FLORENCE,960 PAMPLICO HWY,29501,For-profit,PROPRIETARY/Corporation,2,2013-05-16,2014-07-02,8,0,8,0
1067036,OSF HOSPICE,IL,LOVES PARK,9951 ROCK CUT CROSSING,61111,Other,Other,1,2009-02-19,2014-07-02,3,0,3,0
1067171,HOSPICE OF MISSOULA LLC,MT,MISSOULA,800 KENSINGTON AVE STE 204,59801,For-profit,PROPRIETARY/Corporation,1,2008-08-19,2014-07-02,0,0,0,0
1067276,SOJOURN CARE OF TULSA,OK,TULSA,"9910 E 42ND STREET SOUTH, SUITE 101",74146,For-profit,PROPRIETARY/Corporation,1,2009-03-24,2014-07-02,6,2,4,0
1067581,ENTRUST HEALTH SERVICES INC COMMUNITY HOSPICE PROG,IN,INDIANAPOLIS,"1100 WEST 42ND STREET, SUITE 225",46208,For-profit,PROPRIETARY/Corporation,1,2008-07-03,2014-07-02,14,0,14,0
1067732,"HOPE HOSPICE, INC",AL,BIRMINGHAM,"1100 EAST PARK DRIVE, SUITE 303",35235,For-profit,PROPRIETARY/Corporation,2,2010-12-09,2014-07-02,14,0,14,0
1068821,FAYETTE COUNTY HEALTH DEPARTMENT HOSPICE,IL,VANDALIA,416 W EDWARDS STREET,62471,Government,GOVERNMENT/County,1,2008-10-09,2014-07-02,1,0,1,0
1069895,"RIVERCROSS HOSPICE, LLC",OK,TULSA,9820 E 41ST,74146,For-profit,PROPRIETARY/Indvidual,2,2012-09-20,2014-07-02,14,8,6,0
1070092,PIONEER MEMORIAL HOSPICE,OR,HEPPNER,564 EAST PIONEER DRIVE,97836,Government,GOVERNMENT/County,1,2008-05-21,2014-07-02,2,0,2,0
1070231,GENTIVA HOSPICE,MO,SAINT LOUIS,2055 CRAIGSHIRE ROAD  SUITE 410,63146,For-profit,PROPRIETARY/Corporation,1,2006-11-29,2014-07-02,9,7,2,0
1070779,"SPANISH OAKS HOSPICE, INC",GA,SAVANNAH,8510 WHITFIELD AVENUE,31406,For-profit,PROPRIETARY/Indvidual,3,2011-03-24,2014-07-02,8,2,6,0
1070979,THE PALLIATIVE HOSPICE CENTER,TX,SHERMAN,ONE GRAND CENTRE 1800 N TEAGUE DR #510,75090,For-profit,PROPRIETARY/Other,2,2009-12-14,2014-07-02,46,20,26,0
1071044,HOSPICE COMPASSUS - GREATER NEW ORLEANS,LA,SLIDELL,770 GAUSE BLVD SUITE C,70458,For-profit,PROPRIETARY/Corporation,1,2011-09-09,2014-07-02,3,0,3,0
1071230,HOSPICE OF TENNESSEE VALLEY INC,AL,FLORENCE,200 WEST TENNESSEE STREET,35630,For-profit,PROPRIETARY/Corporation,1,2010-08-26,2014-07-02,3,1,2,0
1071310,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,CA,SAN MATEO,"700 S CLAREMONT STREET, #220",94402,Non-profit,NON-PROFIT/Private,1,2009-03-20,2014-07-02,12,6,6,0
1071619,HARDEN HOSPICE COLORADO - GRAND JUNCTION,CO,GRAND JUNCTION,2764 COMPASS DRIVE STE 110,81506,For-profit,PROPRIETARY/Corporation,2,2011-09-30,2014-07-02,17,0,17,0
1071694,INTERMOUNTAIN HOMECARE HOSPICE - CASSIA,ID,BURLEY,1031 EAST MAIN STREET,83318,Non-profit,NON-PROFIT/Other,1,2007-08-09,2014-07-02,1,0,1,0
1071972,GUARDIAN ANGEL HOSPICE INC,IN,KOKOMO,513 W LINCOLN RD,46902,For-profit,PROPRIETARY/Corporation,1,2008-10-02,2014-07-02,3,0,3,0
1071977,SOUTHERNCARE BATON ROUGE,LA,PRAIRIEVILLE,"17316 AIRLINE HWY, STE  P",70769,For-profit,PROPRIETARY/Corporation,1,2011-08-10,2014-07-02,0,0,0,0
1071986,COMMUNITY HOME CARE & HOSPICE,NC,WILSON,"2841 DAISY LANE, SUITE E",27896,For-profit,PROPRIETARY/Corporation,2,2011-05-31,2014-07-02,10,4,6,0
1072024,VITAS HEALTHCARE CORPORATION OF FLORIDA,FL,MELBOURNE,4450 W EAU GALLIE BLVD STE 250,32934,For-profit,PROPRIETARY/Corporation,2,2012-12-11,2014-07-02,17,17,0,0
1072176,CARING HOSPICE SERVICES OF CENTRAL JERSEY,NJ,EDISON,1090 KING GEORGES POST ROAD #703,8837,Other,Other,1,2007-08-31,2014-07-02,11,0,11,0
1072439,"EXCELL HOME CARE AND HOSPICE, INC",OK,OKLAHOMA CITY,"1200 SW 104TH, SUITE D",73170,For-profit,PROPRIETARY/Corporation,1,2005-08-01,2014-07-02,6,3,3,0
1072440,LIFELINE HOSPICE,OK,CHICKASHA,1701 WEST IOWA,73018,For-profit,PROPRIETARY/Corporation,2,2013-08-22,2014-07-02,2,1,1,0
1072925,HOSPICE ALLIANCE OF IDAHO,ID,POCATELLO,"440 EAST CLARK STREET, SUITE A",83201,For-profit,PROPRIETARY/Other,1,2005-07-13,2014-07-02,26,11,15,0
1073178,SOUTHERN CARE TUPELO,MS,TUPELO,"406 COUNCIL CIRCLE, SUITE B",38803,For-profit,PROPRIETARY/Corporation,2,2013-12-17,2014-07-02,1,0,0,1
1073194,HOSPICE HEALTHCARE NETWORK,TX,ARLINGTON,306 EAST RANDOL MILL ROAD SUITE 700,76011,For-profit,PROPRIETARY/Corporation,1,2008-11-06,2014-07-02,3,0,3,0
1073238,RUIDOSO HOME CARE AND HOPSICE,NM,RUIDOSO,590 GAVILAN CANYON ROAD,88345,For-profit,PROPRIETARY/Corporation,1,2007-04-05,2014-07-02,0,0,0,0
1073357,ST MARTIN HOSPICE,CA,LOS ANGELES,1925 TEMPLE STREET SUITE 210,90026,For-profit,PROPRIETARY/Corporation,1,2009-10-09,2014-07-02,27,7,20,0
1073712,SOUTHERNCARE EVANSVILLE,IN,EVANSVILLE,12251 C HWY 41 N,47725,For-profit,PROPRIETARY/Corporation,1,2008-07-30,2014-07-02,25,19,6,0
1074336,COMPASSIONATE CARE HOSPICE L L C,OK,OKLAHOMA CITY,618 N W 32 STREET,73118,Government,Government and Non-Profit,3,2010-01-04,2014-07-02,93,38,55,0
